Main food description,GCAM,Energy (kcal),Protein (g),Carbohydrate (g),"Sugars, total
(g)","Fiber, total dietary (g)",Total Fat (g),"Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",Cholesterol (mg),Retinol (mcg),"Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)",Lycopene (mcg),Lutein + zeaxanthin (mcg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)",Vitamin B-12 (mcg),"Vitamin B-12, added
(mcg)",Vitamin C (mg),Vitamin D (D2 + D3) (mcg),Vitamin E (alpha-tocopherol) (mg),"Vitamin E, added
(mg)",Vitamin K (phylloquinone) (mcg),Calcium (mg),Phosphorus (mg),Magnesium (mg),"Iron
(mg)","Zinc
(mg)",Copper (mg),Selenium (mcg),Potassium (mg),Sodium (mg),Caffeine (mg),Theobromine (mg),Alcohol (g),"4:0
(g)","6:0
(g)","8:0
(g)","10:0
(g)","12:0
(g)","14:0
(g)","16:0
(g)","18:0
(g)","16:1
(g)","18:1
(g)","20:1
(g)","22:1
(g)","18:2
(g)","18:3
(g)","18:4
(g)","20:4
(g)","20:5 n-3
(g)","22:5 n-3
(g)","22:6 n-3
(g)","Water
(g)"
"Turkey, thigh, cooked, skin not eaten",Poultry,161,26.94,0,0,0,5.98,1.792,2.044,1.648,119,5,5,0,0,0,0,0,0.058,0.358,6.677,0.433,0,9,9,9,93.1,1.64,0,0,0.3,0.07,0,0,17,209,26,1.3,3.44,0.126,31.1,225,458,0,0,0,0,0,0,0.006,0.021,0.06,1.168,0.501,0.185,1.817,0.026,0,1.424,0.074,0,0.086,0.012,0.008,0.005,65.24
"Turkey, neck",Poultry,161,22.29,0,0,0,7.3,2.198,2.506,2.021,127,0,0,0,0,0,0,0,0.048,0.286,5.831,0.372,0,7,7,7,77.1,1.41,0,0,0.3,0.64,0,0,58,180,18,1.17,4,0.157,35.9,113,566,0,0,0,0,0,0,0.008,0.025,0.074,1.432,0.614,0.227,2.227,0.032,0,1.745,0.091,0,0.106,0.015,0.009,0.006,68.9
"Turkey, wing, cooked, skin not eaten",Poultry,139,28.81,0,0,0,2.06,0.588,0.621,0.524,76,3,3,0,0,0,0,0,0.036,0.204,11.652,0.763,0,10,10,10,79,1.1,0,0,0.3,0.06,0,0,11,237,31,0.65,1.63,0.062,29.9,247,467,0,0,0,0,0,0,0.004,0.005,0.018,0.369,0.179,0.056,0.551,0.008,0,0.427,0.02,0,0.044,0.004,0.005,0.004,68.09
"Turkey, wing, cooked, skin eaten",Poultry,202,26.87,0,0,0,9.97,2.739,3.691,2.441,79,3,3,0,0,0,0,0,0.045,0.159,7.581,0.498,0,7,7,7,68.6,0.79,0,0,0.2,0.13,0,0,21,215,26,1.16,1.88,0.058,29.5,258,442,0,0,0,0,0,0,0.002,0.012,0.077,1.808,0.619,0.579,3.026,0.015,0.007,2.084,0.131,0,0.124,0.002,0.015,0.021,61.61
"Turkey, wing, smoked, skin eaten",Poultry,221,27.4,0,0,0,12.41,3.383,4.651,2.934,81,0,0,0,0,0,0,0,0.05,0.13,5.73,0.42,0,6,6,6,68.7,0.34,0,0,0.1,0.17,0,0,24,197,25,1.46,2.1,0.056,26,266,996,0,0,0,0,0,0,0,0.01,0.09,2.226,0.738,0.788,3.753,0.01,0.01,2.485,0.16,0,0.16,0,0.02,0.03,59.5
"Turkey, tail",Poultry,294,22.25,0,0,0,22.8,6.593,9.156,5.845,88,19,19,0,0,0,0,0,0.029,0.185,9.202,0.516,0,5,5,5,77,1.45,0,0,1.1,0.46,0,0,13,217,25,0.59,1.31,0.054,24.2,217,485,0,0,0,0,0,0,0.005,0.032,0.217,4.576,1.484,1.133,7.813,0.047,0.001,5.311,0.338,0.001,0.108,0.005,0.008,0.005,53.59
"Turkey, back",Poultry,203,25.58,0,0,0,11.26,3.178,4.104,3.262,86,22,22,0,0,0,0,0,0.034,0.213,10.58,0.593,0,6,6,6,70.2,1.67,0,0,0.5,0.09,0,0,15,250,29,0.67,1.51,0.062,27.8,250,557,0,0,0,0,0,0,0.006,0.037,0.115,2.177,0.777,0.405,3.607,0.055,0.001,2.931,0.179,0.001,0.079,0.006,0.009,0.006,61.59
"Turkey, ground",Poultry,211,26.87,0,0,0,11.5,2.945,3.749,3.461,103,30,30,0,0,0,0,0,0.087,0.26,8.023,0.493,0,7,7,7,78,1.88,0,0,0.2,0.18,0,0,31,257,29,1.55,3.74,0.165,28.2,301,412,0,0,0,0.003,0,0.001,0.005,0.015,0.092,2.003,0.768,0.376,3.401,0.041,0.002,3.084,0.182,0.001,0.164,0.004,0.016,0.011,60.6
"Duck, cooked, skin eaten",Poultry,336,18.91,0,0,0,28.23,9.63,12.846,3.635,84,63,63,0,0,0,0,0,0.173,0.268,4.805,0.179,0,6,6,6,50.2,0.3,0,0,0.1,0.7,0,5.1,11,155,16,2.69,1.85,0.226,19.9,203,221,0,0,0,0,0,0,0,0.04,0.169,6.772,2.42,1.105,11.472,0.259,0,3.346,0.289,0,0,0,0,0,51.62
"Duck, cooked, skin not eaten",Poultry,200,23.38,0,0,0,11.15,3.934,3.842,1.481,89,23,23,0,0,0,0,0,0.259,0.468,5.079,0.249,0,10,10,10,64.7,0.4,0,0,0.1,0.7,0,3.8,12,202,20,2.69,2.59,0.23,22.3,251,227,0,0,0,0,0,0,0,0.042,0.052,2.526,1.315,0.445,3.355,0.042,0,1.335,0.145,0,0,0,0,0,63.95
"Duck, roasted, skin eaten",Poultry,336,18.91,0,0,0,28.23,9.63,12.846,3.635,84,63,63,0,0,0,0,0,0.173,0.268,4.805,0.179,0,6,6,6,50.2,0.3,0,0,0.1,0.7,0,5.1,11,155,16,2.69,1.85,0.226,19.9,203,221,0,0,0,0,0,0,0,0.04,0.169,6.772,2.42,1.105,11.472,0.259,0,3.346,0.289,0,0,0,0,0,51.62
"Duck, roasted, skin not eaten",Poultry,200,23.38,0,0,0,11.15,3.934,3.842,1.481,89,23,23,0,0,0,0,0,0.259,0.468,5.079,0.249,0,10,10,10,64.7,0.4,0,0,0.1,0.7,0,3.8,12,202,20,2.69,2.59,0.23,22.3,251,227,0,0,0,0,0,0,0,0.042,0.052,2.526,1.315,0.445,3.355,0.042,0,1.335,0.145,0,0,0,0,0,63.95
"Goose, wild, roasted",Poultry,304,25.06,0,0,0,21.83,6.841,10.207,2.509,91,21,21,0,0,0,0,0,0.077,0.322,4.151,0.368,0,2,2,2,66.2,0.41,0,0,0.1,1.73,0,5.1,13,269,22,2.82,2.61,0.263,21.7,328,232,0,0,0,0,0,0,0,0.04,0.11,4.511,1.802,0.677,9.48,0.02,0,2.231,0.179,0,0,0,0,0,51.73
"Cornish game hen, cooked, skin eaten",Poultry,257,22.08,0,0,0,18.06,5.008,7.933,3.57,130,32,32,0,0,0,0,0,0.066,0.197,5.848,0.304,0,2,2,2,56,0.28,0,0.5,0.1,0.36,0,2.4,13,145,18,0.9,1.48,0.06,15.4,243,386,0,0,0,0,0,0,0,0.03,0.149,3.818,1.002,1.24,6.585,0.069,0,3.173,0.159,0,0.188,0.02,0.01,0.02,58.2
"Cornish game hen, cooked, skin not eaten",Poultry,133,23.11,0,0,0,3.84,0.982,1.23,0.932,105,20,20,0,0,0,0,0,0.074,0.225,6.221,0.355,0,2,2,2,65.7,0.3,0,0.6,0.1,0.24,0,2.4,13,148,19,0.76,1.52,0.059,20.6,248,385,0,0,0,0,0,0,0,0.01,0.03,0.684,0.258,0.208,1.002,0.01,0,0.684,0.03,0,0.169,0.01,0.02,0.02,71.31
"Cornish game hen, roasted, skin eaten",Poultry,257,22.08,0,0,0,18.06,5.008,7.933,3.57,130,32,32,0,0,0,0,0,0.066,0.197,5.848,0.304,0,2,2,2,56,0.28,0,0.5,0.1,0.36,0,2.4,13,145,18,0.9,1.48,0.06,15.4,243,386,0,0,0,0,0,0,0,0.03,0.149,3.818,1.002,1.24,6.585,0.069,0,3.173,0.159,0,0.188,0.02,0.01,0.02,58.2
"Cornish game hen, roasted, skin not eaten",Poultry,133,23.11,0,0,0,3.84,0.982,1.23,0.932,105,20,20,0,0,0,0,0,0.074,0.225,6.221,0.355,0,2,2,2,65.7,0.3,0,0.6,0.1,0.24,0,2.4,13,148,19,0.76,1.52,0.059,20.6,248,385,0,0,0,0,0,0,0,0.01,0.03,0.684,0.258,0.208,1.002,0.01,0,0.684,0.03,0,0.169,0.01,0.02,0.02,71.31
"Dove, cooked, NS as to cooking method",Poultry,212,23.8,0,0,0,12.95,3.723,5.439,2.722,116,28,28,0,0,0,0,0,0.279,0.349,7.568,0.568,0,6,6,6,63.3,0.41,0,2.9,0.2,0.06,0,4,17,331,26,5.88,3.81,0.76,20,255,219,0,0,0,0,0,0,0,0.005,0.087,2.5,1.011,0.674,4.613,0.1,0,2.314,0.096,0,0.113,0.005,0.044,0.015,61.74
"Quail, cooked",Poultry,226,25,0,0,0,14.04,3.938,4.871,3.472,86,70,70,0,0,0,0,0,0.219,0.299,7.887,0.617,0,6,6,6,65.6,0.36,0,2.3,0.2,0.7,0,4.2,15,278,22,4.41,3.09,0.59,21.7,215,214,0,0,0,0,0,0,0,0.047,0.117,2.552,1.026,0.722,4.102,0.012,0,2.68,0.49,0,0.163,0.012,0.035,0,59.75
"Pheasant, cooked",Poultry,238,32.26,0,0,0,12.05,3.892,5.603,1.18,89,57,57,0,0,0,0,0,0.07,0.179,7.499,0.747,0,5,5,5,85.4,0.72,0,2.3,0.2,0.27,0,4.9,16,241,22,1.42,1.36,0.084,20.6,270,205,0,0,0,0,0,0,0,0.065,0.117,2.867,0.843,1.051,3.995,0.013,0,1.051,0.129,0,0,0,0,0,53.98
"Egg, whole, raw",Poultry,143,12.4,0.96,0.2,0,9.96,3.2,3.63,1.82,411,179,180,0,0,13,0,503,0.077,0.419,0,0.063,0,71,71,71,335,1.02,0,0,2.5,1.05,0,0.3,48,184,11,1.67,1.24,0,31.1,132,129,0,0,0,0,0,0,0,0,0.032,2.32,0.813,0.238,3.35,0,0,1.46,0.011,0,0,0,0,0,75.8
"Egg, whole, boiled or poached",Poultry,143,12.4,0.96,0.2,0,9.96,3.2,3.63,1.82,411,179,180,0,0,13,0,503,0.062,0.398,0,0.06,0,53,53,53,268,0.82,0,0,2.5,1.05,0,0.3,48,184,11,1.67,1.24,0,31.1,132,129,0,0,0,0,0,0,0,0,0.032,2.32,0.813,0.238,3.35,0,0,1.46,0.011,0,0,0,0,0,75.8
"Egg, whole, baked, no added fat",Poultry,143,12.36,0.96,0.2,0,9.93,3.19,3.619,1.815,410,178,179,0,0,13,0,501,0.061,0.397,0,0.06,0,53,53,53,267.2,0.81,0,0,2.5,1.05,0,0.3,48,183,11,1.66,1.24,0,31,132,244,0,0,0,0,0,0,0,0,0.032,2.313,0.811,0.237,3.34,0,0,1.456,0.011,0,0,0,0,0,75.58
"Egg, white only, raw",Poultry,52,10.7,2.36,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.391,0.105,0.005,0,4,4,4,1.1,0.09,0,0,0,0,0,0,7,15,11,0.08,0.03,0.023,17.9,163,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.3
"Egg, white, cooked, no added fat",Poultry,52,10.67,2.35,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.37,0.094,0.005,0,3,3,3,0.9,0.07,0,0,0,0,0,0,7,15,11,0.08,0.03,0.023,17.8,163,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.04
"Egg, yolk only, raw",Poultry,328,16.2,1.02,0.56,0,28.8,9.551,11.738,4.204,1085,371,381,38,88,33,2,1094,0.176,0.467,0.024,0.35,0,146,146,146,820.2,1.95,0,0,5.4,5.64,0,0.7,129,390,5,2.73,2.3,0.077,55.8,109,48,0,0,0,0,0,0.009,0.009,0.009,0.104,6.86,2.417,0.918,10.701,0.086,0.009,3.538,0.103,0,0.438,0.011,0,0.114,52.1
"Egg, yolk only, cooked, no added fat",Poultry,327,16.15,1.02,0.56,0,28.71,9.522,11.703,4.191,1082,370,380,38,88,33,2,1091,0.14,0.442,0.022,0.332,0,109,109,109,654.2,1.56,0,0,5.4,5.62,0,0.7,129,389,5,2.72,2.29,0.077,55.6,109,164,0,0,0,0,0,0.009,0.009,0.009,0.104,6.839,2.41,0.915,10.669,0.086,0.009,3.527,0.103,0,0.437,0.011,0,0.114,51.94
"Duck egg, cooked",Poultry,224,11.96,1.36,0.88,0,18.55,4.937,8.043,2.84,828,204,206,0,24,11,0,428,0.117,0.358,0.168,0.258,0,56,56,56,196.9,4.03,0,0,1.6,2.01,0,5.4,60,206,16,3.6,1.32,0.058,33.9,208,264,0,0,0,0.04,0.028,0.017,0.038,0.045,0.194,3.619,0.896,0.443,7.555,0.027,0,2.027,0.288,0,0.299,0,0.001,0,66.74
"Goose egg, cooked",Poultry,224,12.94,1.27,0.89,0,18.09,4.856,7.318,3.259,799,197,200,0,23,11,0,412,0.11,0.339,0.159,0.246,0,53,53,53,196.9,3.8,0,0,1.6,1.97,0,5.4,57,194,15,3.4,1.24,0.058,34.4,197,256,0,0,0,0.04,0.028,0.017,0.038,0.045,0.19,3.482,0.956,0.399,6.874,0.027,0,2.141,0.709,0,0.262,0,0.001,0,66.37
"Quail egg, canned",Poultry,158,13.01,0.41,0.4,0,11.06,3.546,4.311,1.32,841,155,156,0,11,10,0,368,0.104,0.748,0.135,0.142,0,49,49,49,210.1,1.26,0,0,1.4,1.08,0,0.3,64,225,13,3.64,1.47,0.062,31.9,132,256,0,0,0,0,0,0,0,0,0.053,2.658,0.835,0.472,3.839,0,0,0.937,0.044,0,0.122,0,0,0,74.13
"Egg omelet or scrambled egg, no added fat",Poultry,143,12.36,0.96,0.2,0,9.93,3.19,3.619,1.815,410,178,179,0,0,13,0,501,0.061,0.397,0,0.06,0,53,53,53,267.2,0.81,0,0,2.5,1.05,0,0.3,48,183,11,1.66,1.24,0,31,132,244,0,0,0,0,0,0,0,0,0.032,2.313,0.811,0.237,3.34,0,0,1.456,0.011,0,0,0,0,0,75.58
"Egg white omelet, scrambled, or fried, no added fat",Poultry,52,10.67,2.35,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.37,0.094,0.005,0,3,3,3,0.9,0.07,0,0,0,0,0,0,7,15,11,0.08,0.03,0.023,17.8,163,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.04
"Rice, white, cooked, no added fat",Rice,129,2.67,27.99,0.05,0.4,0.28,0.077,0.087,0.076,0,0,0,0,0,0,0,0,0.162,0.013,1.467,0.092,55,3,96,58,2.1,0,0,0,0,0.04,0,0,10,43,12,1.19,0.49,0.069,7.5,35,245,0,0,0,0,0,0,0,0,0.002,0.069,0.005,0.001,0.086,0,0,0.062,0.013,0,0,0,0,0,68.01
"Rice, brown, cooked, no added fat",Rice,122,2.73,25.45,0.24,1.6,0.96,0.259,0.367,0.364,0,0,0,0,0,0,0,0,0.177,0.069,2.548,0.122,0,9,9,9,9.2,0,0,0,0,0.17,0,0.2,3,102,39,0.56,0.71,0.105,5.8,86,202,0,0,0,0,0,0.002,0.015,0.002,0.009,0.197,0.022,0.001,0.363,0.003,0,0.353,0.011,0,0,0,0,0,69.91
"Yellow rice, cooked, no added fat",Rice,88,1.8,19.1,0.45,0.5,0.45,0,0.11,0.213,0,0,2,0,0,0,0,0,0.081,0.029,0.898,0.141,20,5,39,25,2.2,0,0,0,0,0.06,0,0.2,12,42,30,0.62,0.32,0.075,2.7,195,340,0,0,0,0,0,0,0,0,0,0,0,0.001,0.109,0.001,0,0.102,0.109,0,0.001,0,0.001,0,77.09
"Rice, white, cooked, glutinous",Rice,96,2.01,20.97,0.05,1,0.19,0.039,0.07,0.069,0,0,0,0,0,0,0,0,0.02,0.013,0.288,0.026,0,1,1,1,2.1,0,0,0,0,0.04,0,0,2,8,5,0.14,0.41,0.049,5.6,10,227,0,0,0,0,0,0,0,0,0.001,0.033,0.003,0.001,0.07,0,0,0.066,0.003,0,0,0,0,0,76.19
"Rice, wild, 100%, cooked, no added fat",Rice,100,3.97,21.21,0.73,1.8,0.34,0.049,0.05,0.212,0,0,0,0,2,0,0,64,0.052,0.086,1.279,0.134,0,26,26,26,10.1,0,0,0,0,0.24,0,0.5,3,82,32,0.6,1.33,0.12,0.8,100,238,0,0,0,0,0,0,0,0,0,0.046,0.003,0,0.05,0,0,0.118,0.094,0,0,0,0,0,73.48
"Potato, baked, peel not eaten",RootTuber,93,1.95,21.45,1.69,1.5,0.1,0.026,0.002,0.043,0,0,0,0,0,0,0,0,0.105,0.021,1.389,0.3,0,9,9,9,14.4,0,0,12.7,0,0.04,0,0.3,5,50,25,0.35,0.29,0.214,0.3,389,181,0,0,0,0,0,0,0.001,0.003,0.001,0.016,0.004,0.001,0.001,0,0,0.032,0.01,0,0,0,0,0,75.08
"Potato, boiled, from fresh, peel not eaten, no added fat",RootTuber,93,1.95,21.46,1.69,1.5,0.1,0.026,0.002,0.043,0,0,0,0,0,0,0,0,0.105,0.021,1.389,0.3,0,9,9,9,14.4,0,0,12.7,0,0.04,0,0.3,5,50,25,0.35,0.29,0.214,0.3,389,159,0,0,0,0,0,0,0.001,0.003,0.001,0.016,0.004,0.001,0.001,0,0,0.032,0.01,0,0,0,0,0,75.12
"Potato, boiled, from fresh,  peel eaten, no added fat",RootTuber,93,2.49,21.07,1.18,2.2,0.13,0.034,0.003,0.057,0,0,1,0,6,0,0,30,0.064,0.048,1.404,0.31,0,28,28,28,14.7,0,0,9.6,0,0.04,0,2,15,70,28,1.08,0.36,0.118,0.4,533,164,0,0,0,0,0,0,0.001,0.004,0.001,0.022,0.005,0.001,0.001,0,0,0.043,0.013,0,0,0,0,0,74.59
"Potato, roasted, from fresh, peel eaten, no added fat",RootTuber,93,2.49,21.07,1.18,2.2,0.13,0.034,0.003,0.057,0,0,1,0,6,0,0,30,0.064,0.048,1.404,0.31,0,28,28,28,14.7,0,0,9.6,0,0.04,0,2,15,70,28,1.08,0.36,0.118,0.4,533,164,0,0,0,0,0,0,0.001,0.004,0.001,0.022,0.005,0.001,0.001,0,0,0.043,0.013,0,0,0,0,0,74.59
"Potato, roasted, from fresh, peel not eaten, no added fat",RootTuber,93,1.95,21.46,1.69,1.5,0.1,0.026,0.002,0.043,0,0,0,0,0,0,0,0,0.105,0.021,1.389,0.3,0,9,9,9,14.4,0,0,12.7,0,0.04,0,0.3,5,50,25,0.35,0.29,0.214,0.3,389,159,0,0,0,0,0,0,0.001,0.003,0.001,0.016,0.004,0.001,0.001,0,0,0.032,0.01,0,0,0,0,0,75.12
"Potato, baked, peel eaten",RootTuber,93,2.49,21.05,1.18,2.2,0.13,0.034,0.003,0.057,0,0,1,0,6,0,0,30,0.064,0.048,1.404,0.31,0,28,28,28,14.7,0,0,9.6,0,0.04,0,2,15,70,28,1.08,0.36,0.117,0.4,533,186,0,0,0,0,0,0,0.001,0.004,0.001,0.022,0.005,0.001,0.001,0,0,0.043,0.013,0,0,0,0,0,74.55
"Sweet potato, cooked, boiled, without skin",RootTuber,76,1.37,17.7,5.74,2.5,0.14,0.031,0,0.061,0,0,787,0,9440,0,0,0,0.056,0.047,0.538,0.165,0,6,6,6,10.8,0,0,12.8,0,0.94,0,2.1,27,32,18,0.72,0.2,0.094,0.2,230,27,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0.061,0,0,0,0,0,0,80.1
"Sweet potato, cooked, baked in skin, flesh, without salt",RootTuber,90,2.01,20.7,6.48,3.3,0.15,0.052,0.002,0.092,0,0,961,43,11500,0,0,0,0.107,0.106,1.49,0.286,0,6,6,6,13.1,0,0,19.6,0,0.71,0,2.3,38,54,27,0.69,0.32,0.161,0.2,475,36,0,0,0,0,0,0,0,0,0,0.05,0.002,0,0.002,0,0,0.09,0.006,0,0,0,0,0,75.8
"Cassava, cooked",RootTuber,191,1.42,39.62,1.78,1.9,3.03,0.798,1.017,0.864,2,12,13,0,13,0,0,0,0.082,0.048,0.845,0.1,0,24,24,24,24.9,0,0,18.2,0,0.56,0,4.4,17,28,22,0.28,0.36,0.104,0.7,282,145,0,0,0,0.019,0.014,0.008,0.018,0.023,0.069,0.468,0.152,0.015,0.981,0.013,0,0.755,0.11,0,0.001,0,0,0,54.95
"Beet greens, raw",RootTuber,22,2.2,4.33,0.5,3.7,0.13,0.02,0.026,0.046,0,0,316,3,3794,0,0,1503,0.1,0.22,0.4,0.106,0,15,15,15,0.4,0,0,30,0,1.5,0,400,117,41,70,2.57,0.38,0.191,0.9,762,226,0,0,0,0,0,0,0,0,0,0.02,0,0,0.026,0,0,0.041,0.004,0,0,0,0,0,91.02
"Beet greens, cooked",RootTuber,48,2.3,4.51,0.53,3.9,2.87,0.742,0.966,0.862,2,12,325,3,3757,0,0,1486,0.094,0.218,0.396,0.122,0,12,12,12,0.7,0,0,21.9,0,1.93,0,418.8,122,43,73,2.68,0.4,0.199,0.9,794,365,0,0,0,0.019,0.014,0.008,0.018,0.022,0.069,0.417,0.147,0.015,0.93,0.013,0,0.764,0.096,0,0.001,0,0,0,87.57
"Turnip greens, fresh, cooked, no added fat",RootTuber,20,1.14,4.35,0.53,3.5,0.23,0.053,0.015,0.091,0,0,380,0,4561,0,0,8415,0.045,0.072,0.41,0.179,0,118,118,118,0.3,0,0,27.3,0,1.87,0,366.5,137,29,22,0.8,0.14,0.252,0.9,202,145,0,0,0,0,0,0.001,0.001,0.001,0.002,0.041,0.007,0.011,0.004,0,0,0.028,0.064,0,0,0,0,0,92.92
"Carrots, raw",RootTuber,41,0.93,9.58,4.74,2.8,0.24,0.032,0.012,0.102,0,0,835,3477,8285,0,1,256,0.066,0.058,0.983,0.138,0,19,19,19,8.8,0,0,5.9,0,0.66,0,13.2,33,35,12,0.3,0.24,0.045,0.1,320,69,0,0,0,0,0,0,0,0,0,0.03,0.002,0.002,0.011,0,0,0.1,0.002,0,0,0,0,0,88.29
"Sweet potato, baked, no added fat",RootTuber,90,2,20.63,6.45,3.3,0.15,0.052,0.002,0.092,0,0,957,43,11463,0,0,0,0.107,0.106,1.481,0.285,0,6,6,6,13,0,0,19.5,0,0.71,0,2.3,38,54,27,0.69,0.32,0.16,0.2,473,190,0,0,0,0,0,0,0,0,0,0.05,0.002,0,0.002,0,0,0.09,0.006,0,0,0,0,0,75.48
"Sweet potato, boiled, no added fat",RootTuber,76,1.36,17.65,5.72,2.5,0.14,0.031,0,0.061,0,0,784,0,9406,0,0,0,0.056,0.047,0.536,0.164,0,6,6,6,10.8,0,0,12.7,0,0.94,0,2.1,27,32,18,0.72,0.2,0.094,0.2,229,181,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0.061,0,0,0,0,0,0,79.81
"Beets, raw",RootTuber,43,1.61,9.56,6.76,2.8,0.17,0.027,0.032,0.06,0,0,2,0,20,0,0,0,0.031,0.04,0.334,0.067,0,109,109,109,6,0,0,4.9,0,0.04,0,0.2,16,40,23,0.8,0.35,0.075,0.7,325,78,0,0,0,0,0,0,0,0,0,0.026,0.001,0,0.032,0,0,0.055,0.005,0,0,0,0,0,87.58
"Radish, raw",RootTuber,16,0.68,3.4,1.86,1.6,0.1,0.032,0.017,0.048,0,0,0,0,4,0,0,10,0.012,0.039,0.254,0.071,0,25,25,25,6.5,0,0,14.8,0,0,0,1.3,25,20,10,0.34,0.28,0.05,0.6,233,39,0,0,0,0,0,0,0,0,0,0.027,0.004,0,0.017,0,0,0.017,0.031,0,0,0,0,0,95.27
"Turnip, raw",RootTuber,28,0.9,6.43,3.8,1.8,0.1,0.011,0.006,0.053,0,0,0,0,0,0,0,0,0.04,0.03,0.4,0.09,0,15,15,15,11.1,0,0,21,0,0.03,0,0.1,30,27,11,0.3,0.27,0.085,0.7,191,67,0,0,0,0,0,0,0,0,0,0.01,0.001,0.001,0.006,0,0,0.012,0.04,0,0,0,0,0,91.87
"Beets, fresh, cooked, no added fat",RootTuber,45,1.67,9.93,7.02,2.9,0.18,0.028,0.033,0.062,0,0,2,0,20,0,0,0,0.029,0.039,0.33,0.063,0,96,96,96,6.2,0,0,4.3,0,0.04,0,0.2,17,42,24,0.83,0.36,0.078,0.7,338,202,0,0,0,0,0,0,0,0,0,0.027,0.001,0,0.033,0,0,0.057,0.005,0,0,0,0,0,86.79
"Parsnips, cooked",RootTuber,92,1.29,16.47,4.65,3.5,2.84,0.719,0.982,0.803,2,11,11,0,5,0,0,0,0.08,0.05,0.701,0.106,0,56,56,56,26.4,0,0,12.6,0,1.31,0,3.2,36,67,28,0.56,0.25,0.134,1.6,356,131,0,0,0,0.018,0.013,0.007,0.017,0.02,0.067,0.397,0.15,0.017,0.938,0.012,0,0.711,0.089,0,0.001,0,0,0,78
"Jicama, raw",RootTuber,38,0.72,8.82,1.8,4.9,0.09,0.021,0.005,0.043,0,0,1,0,13,0,0,0,0.02,0.029,0.2,0.042,0,12,12,12,13.6,0,0,20.2,0,0.46,0,0.3,12,18,12,0.6,0.16,0.048,0.7,150,4,0,0,0,0,0,0,0,0,0,0.018,0.002,0,0.005,0,0,0.029,0.014,0,0,0,0,0,90.07
"Fennel bulb, raw",RootTuber,31,1.24,7.3,3.93,3.1,0.2,0.09,0.068,0.169,0,0,48,0,578,0,0,607,0.01,0.032,0.64,0.047,0,27,27,27,13.2,0,0,12,0,0.58,0,62.8,49,50,17,0.73,0.2,0.066,0.7,414,52,0,0,0,0,0,0,0,0,0.002,0.079,0.009,0.002,0.065,0,0,0.169,0,0,0,0,0,0,90.21
"Garlic, raw",RootTuber,143,6.62,28.2,1,2.7,0.38,0.089,0.011,0.249,0,0,0,0,5,0,0,16,0.2,0.11,0.7,1.235,0,3,3,3,23.2,0,0,10,0,0.08,0,1.7,181,153,25,1.7,1.16,0.299,9.8,401,17,0,0,0,0,0,0,0.002,0,0,0.087,0,0,0.011,0,0,0.229,0.02,0,0,0,0,0,63.1
"Kohlrabi, raw",RootTuber,27,1.7,6.2,2.6,3.6,0.1,0.013,0.007,0.048,0,0,2,0,22,0,0,0,0.05,0.02,0.4,0.15,0,16,16,16,12.3,0,0,62,0,0.48,0,0.1,24,46,19,0.4,0.03,0.129,0.7,350,20,0,0,0,0,0,0,0,0,0,0.011,0.001,0,0.007,0,0,0.02,0.026,0,0,0,0,0,91
"Onions, raw",RootTuber,38,0.86,8.46,5.8,1.7,0.08,0.042,0.013,0.017,0,0,0,0,1,0,0,4,0.046,0.027,0.116,0.12,0,19,19,19,6.1,0,0,8.2,0,0.02,0,0.4,17,33,9,0.24,0.17,0.041,0,171,1,0,0,0,0,0,0,0,0,0.004,0.034,0.004,0,0.013,0,0,0.013,0.004,0,0,0,0,0,90.31
"Rutabaga, raw",RootTuber,37,1.08,8.62,4.46,2.3,0.16,0.027,0.025,0.088,0,0,0,0,1,1,14,19,0.09,0.04,0.7,0.1,0,21,21,21,14.1,0,0,25,0,0.3,0,0.3,43,53,20,0.44,0.24,0.032,0.7,305,12,0,0,0,0,0,0,0,0,0,0.024,0.003,0,0.025,0,0,0.035,0.053,0,0,0,0,0,89.43
"Burdock, cooked",RootTuber,100,1.6,18.06,3.02,3.4,2.89,0.747,0.978,0.875,2,12,12,0,5,0,0,0,0.009,0.03,0.297,0.242,0,20,20,20,12.4,0,0,2.7,0,0.76,0,4.1,43,53,40,0.84,0.34,0.08,0.7,321,135,0,0,0,0.019,0.014,0.008,0.018,0.022,0.069,0.422,0.147,0.015,0.941,0.013,0,0.78,0.094,0,0.001,0,0,0,76.19
