# File:SSP_database_v9.csv,,,,,,,,,,,,,,,,,,,,,,,,
MODEL,SCENARIO,iso,REGION,VARIABLE,UNIT,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
IIASA-WiC POP,SSP2_v9_130115,afg,AFG,Population|Male|Aged80-84,million,0.020796,0.024838694,0.029628606,0.034776585,0.042482842,0.05010442,0.062235782,0.07953705,0.100363554,0.126470932,0.156861886,0.193612112,0.24526103,0.320269557,0.41569311,0.496652935,0.588488265,0.728004697,0.873815151
IIASA-WiC POP,SSP2_v9_130115,afg,AFG,Population|Male|Aged85-89,million,0.005731,0.007130313,0.00880095,0.010411419,0.012612919,0.015926727,0.019564243,0.0259681,0.034273554,0.0445221,0.057607465,0.073395517,0.092797447,0.121074236,0.162625561,0.217149459,0.267477132,0.326763356,0.41481757
IIASA-WiC POP,SSP2_v9_130115,afg,AFG,Population|Male|Aged90-94,million,9.65E-04,0.001294136,0.001669307,0.002030304,0.002497433,0.003154645,0.00417219,0.00560584,0.007753315,0.010659722,0.014328641,0.019252412,0.025376408,0.033295362,0.045203007,0.063170176,0.088008299,0.113411076,0.143416811
IIASA-WiC POP,SSP2_v9_130115,afg,AFG,Population|Male|Aged95-99,million,8.90E-05,1.32E-04,1.85E-04,2.30E-04,2.93E-04,3.79E-04,5.06E-04,7.52E-04,0.001060854,0.001540609,0.002211344,0.003111744,0.004368066,0.006037017,0.008321995,0.011900374,0.017593318,0.026102323,0.035141504
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population,million,19.081912,22.01269177,25.23915849,28.5612403,31.85515739,35.04477847,38.16379788,41.14503481,43.97615594,46.54596985,48.8558704,50.8673213,52.59780585,53.99663417,55.14177027,56.0296317,56.59823347,56.88084709,56.89192038
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Female,million,9.632075,11.08681845,12.69280197,14.35414561,16.00737259,17.61534075,19.19537553,20.71266989,22.16621223,23.49394591,24.69447076,25.74676119,26.64856718,27.39579399,28.01563607,28.50573694,28.83093322,29.01838916,29.06103988
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Female|Aged0-4,million,1.679034,1.84130996,2.008315345,2.103582588,2.13937819,2.138219758,2.163313515,2.160505746,2.150167964,2.093342381,2.039419599,1.97979795,1.922753345,1.862591658,1.821472394,1.773011597,1.685458525,1.612242006,1.525969175
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Female|Aged10-14,million,1.247712,1.470761319,1.565234036,1.731957303,1.897776651,2.000058549,2.042425999,2.05415127,2.088830423,2.09340601,2.095193493,2.050363449,2.006035212,1.954014427,1.902495115,1.845907312,1.807044583,1.760230443,1.674017147
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Female|Aged100+,million,1.40E-05,1.64E-05,2.09E-05,2.96E-05,3.78E-05,5.22E-05,6.40E-05,7.33E-05,9.64E-05,1.31E-04,1.64E-04,2.02E-04,2.50E-04,3.23E-04,4.84E-04,7.56E-04,0.001233593,0.002022253,0.003451324
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Female|Aged15-19,million,1.034209,1.229152574,1.451536475,1.54624604,1.712694172,1.877917316,1.980985035,2.02481083,2.037767002,2.074167582,2.080686267,2.08413576,2.040974544,1.998076398,1.947193172,1.896556804,1.840728598,1.802380533,1.756022703
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Female|Aged20-24,million,0.867404,1.015788477,1.209245241,1.429442087,1.524518109,1.68990501,1.854581443,1.958082783,2.003024017,2.017966922,2.056172249,2.064538798,2.069711606,2.028446175,1.987106159,1.937611744,1.888170839,1.833325871,1.795750763
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Female|Aged25-29,million,0.711705,0.853683667,1.001586895,1.19184038,1.410297743,1.50660477,1.670469992,1.834426067,1.93820776,1.984861707,2.002357108,2.041822527,2.051467191,2.057787422,2.017558236,1.977068112,1.928295643,1.879407191,1.824916669
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Female|Aged30-34,million,0.574166,0.700990834,0.8416653,0.987236076,1.174286112,1.39061759,1.488524668,1.650876578,1.814225839,1.9187065,1.967484737,1.986287048,2.026805346,2.0375966,2.04470837,2.005346676,1.965468422,1.917476276,1.869129598
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Female|Aged35-39,million,0.456143,0.560856568,0.68768787,0.825493452,0.968939934,1.151906082,1.366097342,1.465498901,1.62684379,1.789675286,1.895256805,1.945048815,1.965510789,2.007443029,2.019615581,2.027827248,1.98965775,1.951219286,1.904560961
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Female|Aged40-44,million,0.376977,0.440248879,0.544032857,0.668396066,0.80295208,0.943553467,1.12269486,1.333330014,1.43393918,1.594137643,1.756456268,1.862445084,1.913920878,1.936855804,1.980758231,1.995122353,2.005318907,1.96988091,1.934007009
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Female|Aged45-49,million,0.31521,0.361074944,0.422774578,0.524464997,0.644923541,0.776059532,0.913074876,1.087594797,1.294519243,1.395663803,1.554425548,1.715319801,1.821780578,1.875410535,1.901292016,1.947734746,1.965010831,1.978306531,1.946871104
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Female|Aged5-9,million,1.502285,1.59343998,1.761419973,1.926431375,2.028391094,2.067799165,2.076133599,2.109484222,2.110618708,2.109153036,2.061428904,2.014811484,1.960969597,1.908293386,1.850905982,1.811506837,1.764379591,1.677821584,1.60530973
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Female|Aged50-54,million,0.255762,0.299109667,0.343763149,0.403826501,0.501640137,0.618398091,0.744661262,0.877303327,1.047529685,1.249539122,1.350709771,1.507079341,1.666171794,1.773287389,1.829613847,1.85908601,1.908575216,1.929466828,1.946548273
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Female|Aged55-59,million,0.202866,0.238859928,0.280365878,0.323880638,0.380628797,0.474905122,0.585696802,0.706095708,0.834943318,0.999044922,1.194919165,1.295006964,1.448464071,1.605668058,1.714085093,1.7740507,1.808012685,1.861221351,1.886492337
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Female|Aged60-64,million,0.146139,0.18347962,0.217477359,0.256834712,0.29726349,0.351078608,0.438864638,0.54165307,0.656631885,0.778684491,0.934832331,1.122159036,1.220665689,1.370681917,1.526087816,1.6366662,1.701651773,1.741264765,1.79906754
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Female|Aged65-69,million,0.111141,0.125005466,0.158359179,0.189469726,0.224360656,0.261888758,0.309620216,0.388229543,0.482577103,0.587413346,0.699938544,0.844533099,1.019304473,1.115529706,1.261227415,1.414349651,1.527802138,1.598885071,1.645917685
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Female|Aged70-74,million,0.076125,0.086665777,0.09884879,0.12678756,0.152402204,0.182713808,0.213893239,0.253328347,0.321966785,0.401641036,0.492172252,0.590590542,0.718313245,0.874810169,0.968019058,1.107173721,1.255761131,1.371278597,1.449212101
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Female|Aged75-79,million,0.045157,0.051265479,0.059349971,0.069027965,0.088956527,0.108919285,0.1310334,0.153872808,0.185435225,0.237580195,0.298211139,0.369019872,0.448107362,0.552425856,0.684757671,0.772108915,0.899429408,1.039210009,1.154321576
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Female|Aged80-84,million,0.021189,0.024532377,0.028460299,0.033809812,0.03955414,0.052276631,0.06417039,0.077376279,0.093368303,0.113157354,0.146621178,0.185598722,0.233333813,0.288710101,0.365586455,0.466578556,0.541293282,0.650013983,0.772541171
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Female|Aged85-89,million,0.007112,0.008467903,0.010063841,0.012116673,0.014429319,0.017512258,0.023101296,0.028301659,0.035483845,0.043057745,0.052589671,0.06902523,0.088795166,0.114340177,0.147021603,0.194354572,0.258742058,0.31470428,0.395268525
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Female|Aged90-94,million,0.001534,0.001871579,0.002295711,0.002876991,0.003454132,0.004325293,0.005200893,0.006778106,0.008772077,0.011000159,0.013415191,0.016512595,0.022144226,0.029231473,0.039637085,0.054105893,0.075886519,0.108117893,0.140636333
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Female|Aged95-99,million,1.91E-04,2.37E-04,2.98E-04,3.95E-04,4.88E-04,6.29E-04,7.68E-04,8.97E-04,0.001263683,0.001615839,0.002016621,0.002462985,0.003088106,0.004270296,0.006010837,0.008813415,0.013011732,0.019913494,0.031028155
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Male,million,9.449837,10.92587332,12.54635652,14.20709469,15.8477848,17.42943772,18.96842235,20.43236492,21.80994371,23.05202394,24.16139964,25.12056011,25.94923867,26.60084018,27.12613421,27.52389476,27.76730024,27.86245793,27.8308805
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Male|Aged0-4,million,1.698542,1.865088952,2.036660227,2.133215162,2.170677894,2.168607029,2.195097169,2.187737871,2.182076821,2.125544388,2.071950717,2.012170398,1.952009733,1.896400927,1.85694067,1.810326128,1.7231085,1.651594412,1.565169874
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Male|Aged10-14,million,1.247729,1.47782372,1.574413697,1.744778921,1.91386639,2.016720975,2.059645236,2.06886537,2.101066011,2.105983989,2.112120745,2.067928458,2.023439559,1.970478206,1.92118632,1.871486105,1.83647314,1.793380333,1.709601101
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Male|Aged100+,million,3.00E-06,4.70E-06,7.57E-06,1.20E-05,1.63E-05,2.28E-05,2.86E-05,3.91E-05,5.00E-05,6.64E-05,8.53E-05,1.09E-04,1.59E-04,2.00E-04,2.78E-04,4.00E-04,5.80E-04,7.90E-04,0.001166093
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Male|Aged15-19,million,1.023093,1.226587641,1.455257441,1.551990922,1.721243892,1.88926674,1.992215386,2.035860936,2.046565282,2.080222195,2.086893207,2.094520754,2.051978951,2.009419304,1.958165769,1.910411272,1.862042256,1.828295316,1.7861594
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Male|Aged20-24,million,0.848181,0.999295813,1.199989822,1.425364609,1.521978705,1.689230809,1.855577557,1.9582586,2.002842365,2.015474159,2.050829994,2.059350581,2.068922836,2.02872137,1.988625648,1.939767316,1.894115691,1.847769651,1.815429054
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Male|Aged25-29,million,0.697125,0.83925323,0.983457532,1.17779654,1.400424154,1.499628545,1.663494763,1.828720054,1.930810439,1.976767618,1.992116124,2.028804404,2.038842921,2.049633374,2.010761924,1.971800808,1.92396858,1.87930612,1.833268693
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Male|Aged30-34,million,0.564685,0.69365469,0.82883763,0.965427323,1.154448045,1.373618106,1.473638772,1.635158301,1.798736546,1.900992499,1.94885192,1.965622901,2.003492337,2.015269853,2.02764441,1.990663005,1.953291372,1.907353566,1.863809546
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Male|Aged35-39,million,0.446759,0.553404645,0.683207829,0.812428621,0.94282645,1.126637376,1.341170709,1.441941445,1.600996807,1.7632893,1.866189072,1.915231783,1.933952699,1.973978138,1.988089851,2.002611613,1.968078261,1.933411021,1.889541672
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Male|Aged40-44,million,0.36382,0.43020493,0.536709211,0.664405545,0.787819732,0.913552619,1.091052985,1.30058689,1.401262661,1.558212976,1.719347706,1.822503461,1.873374713,1.895220961,1.937978797,1.955269695,1.972751918,1.942246257,1.910902664
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Male|Aged45-49,million,0.296187,0.345800427,0.411007381,0.514542799,0.637927911,0.756090005,0.876695443,1.048255656,1.251057355,1.351415301,1.506191434,1.665201364,1.769198192,1.822351159,1.847795926,1.893886734,1.915103042,1.936842224,1.911399889
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Male|Aged5-9,million,1.511411,1.604697071,1.776905278,1.94570199,2.048705105,2.089077405,2.09676305,2.12616648,2.127880748,2.131024234,2.08394307,2.038005918,1.981611671,1.930488046,1.879228099,1.843164149,1.798907531,1.71435242,1.644210339
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Male|Aged50-54,million,0.233395,0.27666604,0.325211845,0.387842522,0.486292296,0.604664652,0.716256276,0.832143235,0.995959859,1.191265854,1.290774319,1.442085418,1.599608946,1.702849499,1.758895757,1.78857102,1.838664533,1.864690073,1.891546906
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Male|Aged55-59,million,0.179893,0.213676406,0.254412931,0.301093677,0.359425722,0.452476318,0.563039947,0.66853178,0.777501915,0.932616236,1.11885435,1.215965964,1.364850641,1.516261273,1.61970921,1.679126326,1.714082256,1.768274845,1.800182006
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Male|Aged60-64,million,0.128057,0.158815696,0.19053275,0.228081694,0.270783848,0.324777588,0.409192314,0.511505028,0.607791238,0.708586894,0.852777505,1.026679889,1.123456514,1.26233419,1.408428358,1.511832544,1.57571403,1.615226787,1.674759019
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Male|Aged65-69,million,0.094319,0.106621076,0.13351289,0.161964305,0.194158188,0.232520166,0.27897254,0.35394391,0.443037749,0.528251664,0.618657048,0.748079241,0.909821636,0.996444508,1.126375717,1.265039466,1.368337841,1.434184449,1.480811173
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Male|Aged70-74,million,0.062013,0.070852487,0.08170119,0.103619434,0.126417774,0.153068664,0.183828927,0.222596965,0.283132177,0.355815882,0.426957545,0.50342396,0.617827204,0.751831285,0.830734027,0.947995234,1.076358167,1.173621309,1.242605162
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Male|Aged75-79,million,0.034587,0.039548642,0.046152175,0.054522659,0.069589628,0.086371425,0.104826599,0.127897229,0.1553015,0.198861716,0.251720334,0.305037479,0.367842827,0.451336874,0.556470818,0.623668046,0.723484268,0.831042204,0.921910916
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Male|Aged80-84,million,0.014879,0.017402322,0.020446297,0.024533303,0.029333493,0.038343909,0.047785293,0.059255507,0.072656912,0.088880259,0.115044732,0.147191493,0.184268644,0.221558037,0.276886399,0.34837432,0.399953429,0.471392382,0.556254314
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Male|Aged85-89,million,0.004349,0.005367799,0.006496305,0.007924994,0.009580468,0.011881405,0.015568489,0.020028908,0.024915415,0.030839108,0.038170191,0.050148808,0.067081009,0.08317074,0.10247182,0.131648573,0.171342052,0.200678464,0.246250255
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Male|Aged90-94,million,7.45E-04,0.001007578,0.001295622,0.001652404,0.002021707,0.002558804,0.003170434,0.004341497,0.005583789,0.006990316,0.008760357,0.011018059,0.015452181,0.020162705,0.025773709,0.032915217,0.044255744,0.058857577,0.072894887
IIASA-WiC POP,SSP2_v9_130115,ago,AGO,Population|Male|Aged95-99,million,6.50E-05,9.95E-05,1.41E-04,1.95E-04,2.47E-04,3.22E-04,4.02E-04,5.30E-04,7.18E-04,9.23E-04,0.001164021,0.001481221,0.002045994,0.002729713,0.003692689,0.004937591,0.006688062,0.009148982,0.013007534
IIASA-WiC POP,SSP2_v9_130115,alb,ALB,Population,million,3.204284,3.23985575,3.27074212,3.292358863,3.300564238,3.294203383,3.274406672,3.242951942,3.201494966,3.151813754,3.095009483,3.025098056,2.941647519,2.845943968,2.741439713,2.632449853,2.523715444,2.418381918,2.318519832
IIASA-WiC POP,SSP2_v9_130115,alb,ALB,Population|Female,million,1.599688,1.625115984,1.648347827,1.666451282,1.677241691,1.680162979,1.675855355,1.664586863,1.646630886,1.622763376,1.594150181,1.558404491,1.51594198,1.467347339,1.413754471,1.357293027,1.300364822,1.244758347,1.191771695
IIASA-WiC POP,SSP2_v9_130115,alb,ALB,Population|Female|Aged0-4,million,0.099359,0.089853684,0.088673573,0.085251271,0.079700079,0.07219144,0.06526164,0.060907873,0.058240614,0.055805904,0.05285092,0.04947239,0.046377619,0.04402905,0.042258359,0.040607627,0.038805092,0.036915083,0.035188681
IIASA-WiC POP,SSP2_v9_130115,alb,ALB,Population|Female|Aged10-14,million,0.132288,0.115311523,0.097474818,0.08877742,0.087637884,0.084357816,0.079108209,0.072141725,0.065756959,0.061698475,0.059122932,0.056594752,0.053444716,0.049897874,0.046672756,0.044221481,0.0423702,0.040655071,0.038800093
IIASA-WiC POP,SSP2_v9_130115,alb,ALB,Population|Female|Aged100+,million,4.80E-05,1.04E-04,1.08E-04,1.96E-04,2.70E-04,5.24E-04,9.26E-04,0.001500008,0.002105011,0.003509454,0.00664188,0.009024053,0.011792861,0.01532642,0.019861601,0.028537012,0.036532876,0.042614891,0.049096232
IIASA-WiC POP,SSP2_v9_130115,alb,ALB,Population|Female|Aged15-19,million,0.139212,0.131592532,0.114888084,0.09739767,0.088844607,0.087723455,0.084472534,0.079275704,0.072401045,0.066106579,0.06209512,0.059444351,0.056849793,0.053639508,0.050038217,0.046767731,0.044278714,0.042395421,0.040652325
IIASA-WiC POP,SSP2_v9_130115,alb,ALB,Population|Female|Aged20-24,million,0.15317,0.137476663,0.129965914,0.113597116,0.09648804,0.088112269,0.087015342,0.083816443,0.078702097,0.071947339,0.065765184,0.06180268,0.059196099,0.056645261,0.053480054,0.049921737,0.046691165,0.044238686,0.04239025
IIASA-WiC POP,SSP2_v9_130115,alb,ALB,Population|Female|Aged25-29,million,0.140911,0.138407233,0.124369351,0.117575928,0.103091997,0.088057187,0.080676131,0.079662919,0.076765539,0.072158679,0.066119115,0.061059008,0.057972993,0.056109746,0.054258045,0.05177116,0.048841128,0.046173924,0.044229622
IIASA-WiC POP,SSP2_v9_130115,alb,ALB,Population|Female|Aged30-34,million,0.108933,0.132996201,0.131296106,0.118903615,0.112636543,0.100240905,0.087693991,0.081368751,0.080512143,0.077853797,0.073641247,0.067248801,0.061882296,0.058575202,0.056547741,0.054555443,0.051944344,0.048906849,0.046159804
IIASA-WiC POP,SSP2_v9_130115,alb,ALB,Population|Female|Aged35-39,million,0.106055,0.108607807,0.131488909,0.130368773,0.118895699,0.112895299,0.101736987,0.090704433,0.084987088,0.084248135,0.081702456,0.076847441,0.069755155,0.063784273,0.060000486,0.05757126,0.055204715,0.052242049,0.04889019
IIASA-WiC POP,SSP2_v9_130115,alb,ALB,Population|Female|Aged40-44,million,0.104891,0.106597279,0.109372415,0.131719283,0.130988729,0.12001203,0.114160145,0.103671834,0.093464518,0.088077043,0.087414774,0.084422734,0.07906351,0.0714404,0.06501344,0.060861391,0.058114314,0.055453159,0.052222056
IIASA-WiC POP,SSP2_v9_130115,alb,ALB,Population|Female|Aged45-49,million,0.102844,0.104475945,0.106349112,0.109247362,0.131185889,0.130720348,0.120136743,0.114445652,0.104418322,0.094749221,0.089594833,0.088744931,0.085545135,0.079953365,0.072087052,0.065449113,0.061123407,0.058224683,0.055426565
IIASA-WiC POP,SSP2_v9_130115,alb,ALB,Population|Female|Aged5-9,million,0.116175,0.09771638,0.088760645,0.087601544,0.084269787,0.078924028,0.071786301,0.065230001,0.061082598,0.058486094,0.056081563,0.05304311,0.049596537,0.046454331,0.044071716,0.042278277,0.040613496,0.038802891,0.036910212
IIASA-WiC POP,SSP2_v9_130115,alb,ALB,Population|Female|Aged50-54,million,0.103592,0.102460836,0.104166652,0.10617439,0.109169889,0.130889788,0.130631908,0.120333636,0.114772936,0.105047738,0.095721941,0.090433197,0.089463187,0.086129753,0.080391402,0.072376306,0.065610018,0.061177484,0.058186484
IIASA-WiC POP,SSP2_v9_130115,alb,ALB,Population|Female|Aged55-59,million,0.070394,0.102470185,0.101560606,0.103342159,0.105457894,0.108557061,0.130058383,0.129993499,0.119971644,0.114549213,0.10509762,0.09572933,0.090454084,0.089478753,0.086136239,0.080383243,0.072350571,0.065566945,0.061120465
IIASA-WiC POP,SSP2_v9_130115,alb,ALB,Population|Female|Aged60-64,million,0.056956,0.069347203,0.100782712,0.100096656,0.101955041,0.104210996,0.107427908,0.128733979,0.128872532,0.119135015,0.113891532,0.104565341,0.095292521,0.090109163,0.089190011,0.085903199,0.080201693,0.072215614,0.065470815
IIASA-WiC POP,SSP2_v9_130115,alb,ALB,Population|Female|Aged65-69,million,0.056082,0.055300648,0.067534777,0.098187664,0.097760689,0.099790681,0.102250598,0.105675179,0.126816289,0.127198212,0.117853938,0.112846942,0.103731816,0.094632081,0.089578749,0.088742969,0.085537227,0.079912606,0.072000364
IIASA-WiC POP,SSP2_v9_130115,alb,ALB,Population|Female|Aged70-74,million,0.046064,0.052449889,0.052116125,0.064034764,0.093375091,0.093394741,0.095726423,0.098562107,0.102312774,0.123202218,0.12404915,0.115322263,0.110754026,0.102071377,0.09332981,0.088529948,0.087862084,0.08482153,0.079357292
IIASA-WiC POP,SSP2_v9_130115,alb,ALB,Population|Female|Aged75-79,million,0.032023,0.04020604,0.046440402,0.046722024,0.058041898,0.085392718,0.086127546,0.089019424,0.092414581,0.09661228,0.117157927,0.118695083,0.110969872,0.107116297,0.099165128,0.09103713,0.086658037,0.086265959,0.083505134
IIASA-WiC POP,SSP2_v9_130115,alb,ALB,Population|Female|Aged80-84,million,0.016989,0.024494321,0.031621748,0.037422748,0.038463754,0.048793282,0.073045916,0.074846232,0.078488341,0.082587137,0.087445064,0.107249429,0.109799705,0.103631426,0.100888668,0.094118756,0.086991379,0.083300781,0.083367415
